time,px,py,pz,yaw
73.6,0,0,736,0
73.7,0,0,737,0
73.8,0,0,738,0
73.9,0,0,739,0
74.0,0,0,740,0
74.1,0,0,741,0
74.2,0,0,742,0
74.3,0,0,743,0
74.4,0,0,744,0
74.5,0,0,745,0
74.6,0,0,746,0
74.7,0,0,747,0
74.8,0,0,748,0
74.9,0,0,749,0
75.0,0,0,750,0
75.1,0,0,751,0
75.2,0,0,752,0
75.3,0,0,753,0
75.4,0,0,754,0
75.5,0,0,755,0
75.6,0,0,756,0
75.7,0,0,757,0
75.8,0,0,758,0
75.9,0,0,759,0
76.0,0,0,760,0
76.1,0,0,761,0
76.2,0,0,762,0
76.3,0,0,763,0
76.4,0,0,764,0
76.5,0,0,765,0
76.6,0,0,766,0
76.7,0,0,767,0
76.8,0,0,768,0
76.9,0,0,769,0
77.0,0,0,770,0
77.1,0,0,771,0
77.2,0,0,772,0
77.3,0,0,773,0
77.4,0,0,774,0
77.5,0,0,775,0
77.6,0,0,776,0
77.7,0,0,777,0
77.8,0,0,778,0
77.9,0,0,779,0
78.0,0,0,780,0
78.1,0,0,781,0
78.2,0,0,782,0
78.3,0,0,783,0
78.4,0,0,784,0
78.5,0,0,785,0
78.6,0,0,786,0
78.7,0,0,787,0
78.8,0,0,788,0
78.9,0,0,789,0
79.0,0,0,790,0
79.1,0,0,791,0
79.2,0,0,792,0
79.3,0,0,793,0
79.4,0,0,794,0
79.5,0,0,795,0
79.6,0,0,796,0
79.7,0,0,797,0
79.8,0,0,798,0
79.9,0,0,799,0
80.0,0,0,800,0
80.1,0,0,801,0
80.2,0,0,802,0
80.3,0,0,803,0
80.4,0,0,804,0
80.5,0,0,805,0
80.6,0,0,806,0
80.7,0,0,807,0
80.8,0,0,808,0
80.9,0,0,809,0
81.0,0,0,810,0
81.1,0,0,811,0
81.2,0,0,812,0
81.3,0,0,813,0
81.4,0,0,814,0
81.5,0,0,815,0
81.6,0,0,816,0
81.7,0,0,817,0
81.8,0,0,818,0
81.9,0,0,819,0
82.0,0,0,820,0
82.1,0,0,821,0
82.2,0,0,822,0
82.3,0,0,823,0
82.4,0,0,824,0
82.5,0,0,825,0
82.6,0,0,826,0
82.7,0,0,827,0
82.8,0,0,828,0
82.9,0,0,829,0
83.0,0,0,830,0
83.1,0,0,831,0
83.2,0,0,832,0
83.3,0,0,833,0
83.4,0,0,834,0
83.5,0,0,835,0
83.6,0,0,836,0
83.7,0,0,837,0
83.8,0,0,838,0
83.9,0,0,839,0
84.0,0,0,840,0
84.1,0,0,841,0
84.2,0,0,842,0
84.3,0,0,843,0
84.4,0,0,844,0
84.5,0,0,845,0
84.6,0,0,846,0
84.7,0,0,847,0
84.8,0,0,848,0
84.9,0,0,849,0
85.0,0,0,850,0
85.1,0,0,851,0
85.2,0,0,852,0
85.3,0,0,853,0
85.4,0,0,854,0
85.5,0,0,855,0
85.6,0,0,856,0
85.7,0,0,857,0
85.8,0,0,858,0
85.9,0,0,859,0
86.0,0,0,860,0
86.1,0,0,861,0
86.2,0,0,862,0
86.3,0,0,863,0
86.4,0,0,864,0
86.5,0,0,865,0
86.6,0,0,866,0
86.7,0,0,867,0
86.8,0,0,868,0
86.9,0,0,869,0
87.0,0,0,870,0
87.1,0,0,871,0
87.2,0,0,872,0
87.3,0,0,873,0
87.4,0,0,874,0
87.5,0,0,875,0
87.6,0,0,876,0
87.7,0,0,877,0
87.8,0,0,878,0
87.9,0,0,879,0
88.0,0,0,880,0
88.1,0,0,881,0
88.2,0,0,882,0
88.3,0,0,883,0
88.4,0,0,884,0
88.5,0,0,885,0
88.6,0,0,886,0
88.7,0,0,887,0
88.8,0,0,888,0
88.9,0,0,889,0
89.0,0,0,890,0
89.1,0,0,891,0
89.2,0,0,892,0
89.3,0,0,893,0
89.4,0,0,894,0
89.5,0,0,895,0
89.6,0,0,896,0
89.7,0,0,897,0
89.8,0,0,898,0
89.9,0,0,899,0
90.0,0,0,900,0
90.1,0,0,901,0
90.2,0,0,902,0
90.3,0,0,903,0
90.4,0,0,904,0
90.5,0,0,905,0
90.6,0,0,906,0
90.7,0,0,907,0
90.8,0,0,908,0
90.9,0,0,909,0
91.0,0,0,910,0
91.1,0,0,911,0
91.2,0,0,912,0
91.3,0,0,913,0
91.4,0,0,914,0
91.5,0,0,915,0
91.6,0,0,916,0
91.7,0,0,917,0
91.8,0,0,918,0
91.9,0,0,919,0
92.0,0,0,920,0
92.1,0,0,921,0
92.2,0,0,922,0
92.3,0,0,923,0
92.4,0,0,924,0
92.5,0,0,925,0
92.6,0,0,926,0
92.7,0,0,927,0
92.8,0,0,928,0
92.9,0,0,929,0
93.0,0,0,930,0
93.1,0,0,931,0
93.2,0,0,932,0
93.3,0,0,933,0
93.4,0,0,934,0
93.5,0,0,935,0
93.6,0,0,936,0
93.7,0,0,937,0
93.8,0,0,938,0
93.9,0,0,939,0
94.0,0,0,940,0
94.1,0,0,941,0
94.2,0,0,942,0
94.3,0,0,943,0
94.4,0,0,944,0
94.5,0,0,945,0
94.6,0,0,946,0
94.7,0,0,947,0
94.8,0,0,948,0
94.9,0,0,949,0
95.0,0,0,950,0
95.1,0,0,951,0
95.2,0,0,952,0
95.3,0,0,953,0
95.4,0,0,954,0
95.5,0,0,955,0
95.6,0,0,956,0
95.7,0,0,957,0
95.8,0,0,958,0
95.9,0,0,959,0
96.0,0,0,960,0
96.1,0,0,961,0
96.2,0,0,962,0
96.3,0,0,963,0
96.4,0,0,964,0
96.5,0,0,965,0
96.6,0,0,966,0
96.7,0,0,967,0
96.8,0,0,968,0
96.9,0,0,969,0
97.0,0,0,970,0
97.1,0,0,971,0
97.2,0,0,972,0
97.3,0,0,973,0
97.4,0,0,974,0
97.5,0,0,975,0
97.6,0,0,976,0
97.7,0,0,977,0
97.8,0,0,978,0
97.9,0,0,979,0
98.0,0,0,980,0
98.1,0,0,981,0
98.2,0,0,982,0
98.3,0,0,983,0
98.4,0,0,984,0
98.5,0,0,985,0
98.6,0,0,986,0
98.7,0,0,987,0
98.8,0,0,988,0
98.9,0,0,989,0
99.0,0,0,990,0
99.1,0,0,991,0
99.2,0,0,992,0
99.3,0,0,993,0
99.4,0,0,994,0
99.5,0,0,995,0
99.6,0,0,996,0
99.7,0,0,997,0
99.8,0,0,998,0
99.9,0,0,999,0
